texteQuestion,EltCorrections,texteRep,noteObtenue,numeroQ
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",Pour limiter le nombre de bugs,0.2,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",Ce n'est pas parce que le code marche sur notre machine qu'il va marcher partout; il y a des erreurs que certaines machines supportent et d'autres pas.,0.8,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",Permet d'éviter le code inutile. De vérifier les éventuels erreur de code.,1.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",Pour ne pas avoir des problèmes lors de la génération de la page.,0.2,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires","L'intérêt est de ne pas avoir de fautes et ainsi, ne pas avoir de problèmes d'affichage par exemple.",0.5,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",NO_ANS,0.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",Une page web non valide selon la norme W3c pourrait etre tres mal interpretee par les navigateurs.  Et de ce fait le site web en question risque d'etre mal reference.,0.8,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",L'intérêt est que cela entraîne moins de bug lors du passage vers une version supérieure de html.,0.8,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires","L'intérêt est de pouvoir afficher la page correctement peu importe la vétusté du navigateur internet et ce, pour tout le monde !",0.8,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",NO_ANS,0.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires","Le code n'aura aucune erreur, ce qui est plus pratique si on veut le reutiliser.",0.2,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",il peut etre lu par tout les navigateur.,0.8,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",Cela sert à avoir une page bien agencée et utilisée de façon(plus) efficace par les moteurs de recherche,0.8,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",Eviter d'avoir des bugs.,0.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",Permet de respecter le norme des languages web.,0.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires","Un HTML valide selon la norme W3C est plus résistant en terme de sécurité, et garantit d'être correctement interprété par la plupart des navigateur/client.",0.8,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires","Cela évite d'être soumis à l'interprétation du navigateur web, qui va essayer de corriger l'affichage à son gré. De plus, les moteurs de recherche améliorent le référencement si le code HTML est valide.",1.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",Tous les sites respectant la norme fonctionnent pour des personnes en situation de handicap,0.2,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",L'interet est que tout les navigateurs puisse l'afficher correctement et que chacun n'ecrive pas sont texte n'importe commment.,0.8,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",car la norme de W3C est la plus reconnue; le fichier,0.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",Cela permet l'accessibilité du web pour tous(ex malvoyant).,0.2,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires","Produire du HTML valide selon la norme du W3C permet de s'assurer d'avoir un code sans erreurs de syntaxe, balises inutiles ou balises qui ne sont pas fermés.",0.5,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires","L'intéret est la réutilisabilité du code écrit et la gestion des erreurs, warnings qui peuvent être très nombreux",0.5,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",NO_ANS,0.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires","Cela permet d'avoir un code html bien écrit, robuste,sans faille,  moins piratable (éviter l'injection html par exemple)",0.8,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires","Un meilleur indexage par les robots des moteurs de recherches,  Un standard partagé,  Une sémantique pouvant mieux être traitée par des logiciels tiers (pour palier certains handicaps par exemple).",1.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires","être sûr que la page va être afficher correctement quelque soit le navigateur ou la machine (ordinateur,tablette...)",0.8,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",La page associée sera portable (affichable et lisible par tous) et correctement écrite.,0.8,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",NO_ANS,0.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",NO_ANS,0.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires","Cela permet d'éviter des erreurs de syntaxe, de plus on a l'assurance que le code tappé est compris par tous les navigateurs web.",0.8,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",Un code valider par le w3c est sense pouvoir etre lu par l'ensemble des navigateur web de la facon desiree.,0.8,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",L'interet est de pouvoir valider son code avec W3C .,0.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires","parce que le code est reconnu par la majorité des navigateurs, si le code n'est pas valide, la page peut avoir une apparence autre que celle voulue sur certains navigateurs",0.8,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires","L'intérêt est de respecter la norme. Sinon, on peut se faire mieux référencer avec.",0.2,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",l'intérêt est principalement de permettre aux personnes handicapé ou en situation d'handicape de pouvoir naviger presque aussi vite qu'une autre personne.,0.2,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",si le fichier .html est saturé d'erreurs on ne risque pas de l'afficher dans le navigateur...,0.8,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",On est sûr que tout le monde pourra ouvrir cette page web et donc qu'il n'y aura pas de problème.,0.5,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires","L'intérêt de respecter la norme du W3C est d'obtenir des fichiers html pouvant être lu par l'ensemble des serveurs et navigateurs existants, ou tout du moins les plus connus et les plus utilisés d'entre eux.",0.8,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires","L'intérêt de produire un HTML valide selon la norme du W3C est de s'assurer que tous les navigateurs web pourront afficher correctement le site. Aussi, les normes d'accessibilité sont intégrées dans les normes du W3C.",1.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",NO_ANS,0.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",Respecter la norme du W3C permet d'éviter les erreurs mais aussi d'assurer une clarté du code et permettre une meilleure compréhension de celui-ci par d'autres programmeurs ou machines.,1.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",Le HTML valide marchera correctement sur tout les naviguateurs.,0.8,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",On est sûr de ne pas avoir d'erreur.,0.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",Afin que tout les fichiers HTML soient executable d'une même façon.,0.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires","Cela permet de conserver une certaine uniformité des codes, pour une meilleure compréhension. De plus cela peut aider pour corriger un code faux.",1.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires","Il est utilisable et peut être affiché partout dans le monde, sans erreur.",0.2,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",C'est un langage markup pour décrire les documents sur web.,0.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",Produire du HTML valide et le respecter permet de rendre le site acceccible pour toutes personnes dont les personnes atteintes d'un handicapes.,0.5,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",NO_ANS,0.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",NO_ANS,0.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",une compatibilité avec tous les navigateurs,0.8,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",L'intérêt est qu'il pourra être lu par n'importe quel navigateur.,0.8,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",L'intérêt est qu'il soit adapté pour tout le monde et qu'il puisse être lisible sous n'importe quel navigateur.,0.8,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",respecter les normes et avoir un code universel qui est correct.,0.5,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",NO_ANS,0.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires",Le code est garanti sans erreur : meilleur répertoriation.,0.0,2009
Quel est l'intérêt de produire du HTML valide selon la norme du W3C ?,"- page s'affiche de la même façon (correctement) dans tous les navigateurs - débug du code HTML (et donc par exemple CSS s'appliquera plus correctement) - meilleure tenue dans le temps du code HTML - plus facile à maintenir - plus lisible par outils (moteurs de recherche, lecteurs d'écran, agrégateurs de contenu...) 1 si >=2 raisons et claires 0.8 si 1 raison ou 2+ mais peu claires","Un code valide sera compilable, sans erreur, et sera plus lisible. Il pourra être lu par n'importe quel systeme compatible",0.8,2009
